"","STRM_ORDER","LifeStage","dens","yr","PopGrp","ID_Num","UTM_E","UTM_N","WidthM","W3Dppt","MWMT_Index","StrmPow","SprPpt","IP_COHO","SolMean","StrmSlope","OUT_DIST","Panel","UTM_E_km","UTM_N_km","fYr","fSTRM_ORDER"
"2676",3,"rear",0,2007,"Nehalem",50,469860,5063338,-0.5764122837771,-0.0590718880004221,-1.59617347254109,0.0561448072237492,-1.17331083724559,-1.47344401284278,0.660549126166968,1.60531055684616,1.16082207299428,"nine",469.86,5063.338,"2007","3"
"2675",3,"rear",0,2016,"Nehalem",50,469860,5063338,-0.5764122837771,-0.424632246525653,-1.99566948601327,0.0561448072237492,-0.357348747963981,-1.47344401284278,0.660549126166968,1.60531055684616,1.16082207299428,"nine",469.86,5063.338,"2016","3"
"1609",3,"rear",210,2014,"Nehalem",72,471118,5097163,-0.353306593107203,-0.747185504047915,0.0817097840420431,-0.225669781503972,0.00813427119340491,1.68932284445842,0.443203961876305,-0.0954831557975414,0.262639897416426,"nine",471.118,5097.163,"2014","3"
"1518",4,"rear",50,2011,"Nehalem",73,467719,5082928,-0.528603921490694,-0.317114494018232,-1.27657666176335,-0.189421246762197,0.484112156607676,1.06567867541311,0.412699377414458,-0.435641898326282,-0.095683771043959,"nine",467.719,5082.928,"2011","4"
"2677",4,"rear",0,2016,"Nehalem",81,479839,5097010,0.188521512805403,1.55369439961089,-0.717282242902307,-0.092758487450797,-0.756830187508101,0.442034506367805,-0.273653772977107,-0.0954831557975414,0.196195773463507,"nine",479.839,5097.01,"2016","4"
"56",3,"rear",42,2016,"Nehalem",85,484444,5093265,-0.40111495539361,-0.962221009062756,-0.397685432124567,-0.562212550135942,-0.586838085574433,1.3329547478611,-1.22692203740984,-0.435641898326282,0.394341643108819,"annual",484.444,5093.265,"2016","3"
"57",3,"rear",14,2017,"Nehalem",85,484444,5093265,-0.40111495539361,-0.274107393015263,-0.317786229430132,-0.562212550135942,-0.0173645440966453,1.3329547478611,-1.22692203740984,-0.435641898326282,0.394341643108819,"annual",484.444,5093.265,"2017","3"
"58",3,"rear",36,2018,"Nehalem",85,484444,5093265,-0.40111495539361,-0.274107393015263,0.361356993472565,-0.562212550135942,-0.569838875381067,1.3329547478611,-1.22692203740984,-0.435641898326282,0.394341643108819,"annual",484.444,5093.265,"2018","3"
"59",3,"rear",14,2020,"Nehalem",85,484444,5093265,-0.40111495539361,-1.02673166056721,-0.118038222694044,-0.562212550135942,-0.297851512287198,1.3329547478611,-1.22692203740984,-0.435641898326282,0.394341643108819,"annual",484.444,5093.265,"2020","3"
"60",3,"rear",6,2021,"Nehalem",85,484444,5093265,-0.40111495539361,-1.02673166056721,-0.118038222694044,-0.562212550135942,-0.297851512287198,1.3329547478611,-1.22692203740984,-0.435641898326282,0.394341643108819,"annual",484.444,5093.265,"2021","3"
"2516",3,"rear",0,2010,"Nehalem",91,494087,5072996,-0.863262457495539,-1.19876006457908,-1.19667745906892,-0.529517793310027,0.314120054674007,1.24386272371177,-0.715970247673894,0.58483432925994,0.743173293861644,"nine",494.087,5072.996,"2010","3"
"3192",4,"rear",43,2002,"NCDependent",107,423826,4994857,-0.066456419388765,0.370999122029261,-0.917030249638394,-0.462706768491853,0.526610182091093,-0.448885735125488,-1.09346448038926,0.58483432925994,-1.13387320780832,"once",423.826,4994.857,"2002","4"
"445",3,"rear",12,1998,"NCDependent",130,428327,4991139,-0.703901249874184,0.349495571527777,-1.51627426984666,-0.414020011044567,-0.365848353060665,-0.448885735125488,0.469895473280422,1.9454692993749,-1.06268307500162,"annual",428.327,4991.139,"1998","3"
"446",3,"rear",0,1999,"NCDependent",130,428327,4991139,-0.703901249874184,1.44617664710347,-2.15546789140214,-0.414020011044567,0.19512558332044,-0.448885735125488,0.469895473280422,1.9454692993749,-1.06268307500162,"annual",428.327,4991.139,"1999","3"
"447",3,"rear",19,2000,"NCDependent",130,428327,4991139,-0.703901249874184,0.349495571527777,-1.8358710806244,-0.414020011044567,0.212124793513807,-0.448885735125488,0.469895473280422,1.9454692993749,-1.06268307500162,"annual",428.327,4991.139,"2000","3"
"448",3,"rear",0,2001,"NCDependent",130,428327,4991139,-0.703901249874184,-0.87620680705682,-2.15546789140214,-0.414020011044567,0.254622818997224,-0.448885735125488,0.469895473280422,1.9454692993749,-1.06268307500162,"annual",428.327,4991.139,"2001","3"
